cep_consultado,api,logradouro,complemento,bairro,localidade,uf,raw_json
58995000,AwesomeAPI,,,,Manaíra,PB,"{'cep': '58995000', 'address_type': '', 'address_name': '', 'address': '', 'state': 'PB', 'district': '', 'lat': '-7.70548', 'lng': '-38.1539', 'city': 'Manaíra', 'city_ibge': '2509008', 'ddd': '83'}"
59010000,AwesomeAPI,Avenida Presidente Café Filho,,Praia do Meio,Natal,RN,"{'cep': '59010000', 'address_type': 'Avenida', 'address_name': 'Presidente Café Filho', 'address': 'Avenida Presidente Café Filho', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77859', 'lng': '-35.19374', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010005,AwesomeAPI,Travessa Presidente Café Filho,,Praia do Meio,Natal,RN,"{'cep': '59010005', 'address_type': 'Travessa', 'address_name': 'Presidente Café Filho', 'address': 'Travessa Presidente Café Filho', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77859', 'lng': '-35.19374', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010010,AwesomeAPI,Rua Capitão-mor Gouveia,,Praia do Meio,Natal,RN,"{'cep': '59010010', 'address_type': 'Rua', 'address_name': 'Capitão-mor Gouveia', 'address': 'Rua Capitão-mor Gouveia', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.82966', 'lng': '-35.21108', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010035,AwesomeAPI,Rua Vinte e Cinco de Dezembro,,Praia do Meio,Natal,RN,"{'cep': '59010035', 'address_type': 'Rua', 'address_name': 'Vinte e Cinco de Dezembro', 'address': 'Rua Vinte e Cinco de Dezembro', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77722', 'lng': '-35.19484', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010020,AwesomeAPI,Rua Feliciano Coelho,,Praia do Meio,Natal,RN,"{'cep': '59010020', 'address_type': 'Rua', 'address_name': 'Feliciano Coelho', 'address': 'Rua Feliciano Coelho', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77841', 'lng': '-35.19468', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010030,AwesomeAPI,Avenida Vinte e Cinco de Dezembro,,Praia do Meio,Natal,RN,"{'cep': '59010030', 'address_type': 'Avenida', 'address_name': 'Vinte e Cinco de Dezembro', 'address': 'Avenida Vinte e Cinco de Dezembro', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77722', 'lng': '-35.19484', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010015,AwesomeAPI,Rua Miramar,,Praia do Meio,Natal,RN,"{'cep': '59010015', 'address_type': 'Rua', 'address_name': 'Miramar', 'address': 'Rua Miramar', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77424', 'lng': '-35.19617', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010036,AwesomeAPI,Travessa Vinte e Cinco de Dezembro,,Praia do Meio,Natal,RN,"{'cep': '59010036', 'address_type': 'Travessa', 'address_name': 'Vinte e Cinco de Dezembro', 'address': 'Travessa Vinte e Cinco de Dezembro', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.78007', 'lng': '-35.19467', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010040,AwesomeAPI,Rua Padre Lemos,,Praia do Meio,Natal,RN,"{'cep': '59010040', 'address_type': 'Rua', 'address_name': 'Padre Lemos', 'address': 'Rua Padre Lemos', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.7758', 'lng': '-35.19552', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010050,AwesomeAPI,Rua Rodrigues Dias,,Praia do Meio,Natal,RN,"{'cep': '59010050', 'address_type': 'Rua', 'address_name': 'Rodrigues Dias', 'address': 'Rua Rodrigues Dias', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77683', 'lng': '-35.19563', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010054,AwesomeAPI,Rua General Gustavo Cordeiro de Faria,,Praia do Meio,Natal,RN,"{'cep': '59010054', 'address_type': 'Rua', 'address_name': 'General Gustavo Cordeiro de Faria', 'address': 'Rua General Gustavo Cordeiro de Faria', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.78078', 'lng': '-35.19838', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010056,AwesomeAPI,Avenida Nilo Peçanha,,Praia do Meio,Natal,RN,"{'cep': '59010056', 'address_type': 'Avenida', 'address_name': 'Nilo Peçanha', 'address': 'Avenida Nilo Peçanha', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.78118', 'lng': '-35.19677', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010060,AwesomeAPI,Travessa Brasil,,Praia do Meio,Natal,RN,"{'cep': '59010060', 'address_type': 'Travessa', 'address_name': 'Brasil', 'address': 'Travessa Brasil', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77957', 'lng': '-35.19468', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010065,AwesomeAPI,Rua São Francisco,,Rocas,Natal,RN,"{'cep': '59010065', 'address_type': 'Rua', 'address_name': 'São Francisco', 'address': 'Rua São Francisco', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77343', 'lng': '-35.2018', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010070,AwesomeAPI,Rua Feliciano Dias,,Praia do Meio,Natal,RN,"{'cep': '59010070', 'address_type': 'Rua', 'address_name': 'Feliciano Dias', 'address': 'Rua Feliciano Dias', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77729', 'lng': '-35.19613', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010080,AwesomeAPI,Rua Monte Carlo,,Praia do Meio,Natal,RN,"{'cep': '59010080', 'address_type': 'Rua', 'address_name': 'Monte Carlo', 'address': 'Rua Monte Carlo', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77842', 'lng': '-35.19598', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010085,AwesomeAPI,Travessa Monte Carlo,,Praia do Meio,Natal,RN,"{'cep': '59010085', 'address_type': 'Travessa', 'address_name': 'Monte Carlo', 'address': 'Travessa Monte Carlo', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77768', 'lng': '-35.19662', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010090,AwesomeAPI,Rua do Motor,,Praia do Meio,Natal,RN,"{'cep': '59010090', 'address_type': 'Rua', 'address_name': 'do Motor', 'address': 'Rua do Motor', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.78087', 'lng': '-35.19458', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010094,AwesomeAPI,Travessa Darcy Vargas,,Praia do Meio,Natal,RN,"{'cep': '59010094', 'address_type': 'Travessa', 'address_name': 'Darcy Vargas', 'address': 'Travessa Darcy Vargas', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.82708', 'lng': '-35.24931', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010095,AwesomeAPI,Travessa do Motor,,Praia do Meio,Natal,RN,"{'cep': '59010095', 'address_type': 'Travessa', 'address_name': 'do Motor', 'address': 'Travessa do Motor', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.78087', 'lng': '-35.19458', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010098,AwesomeAPI,Rua Darcy Vargas,,Praia do Meio,Natal,RN,"{'cep': '59010098', 'address_type': 'Rua', 'address_name': 'Darcy Vargas', 'address': 'Rua Darcy Vargas', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.83978', 'lng': '-35.27763', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010100,AwesomeAPI,Rua Monte Alegre,,Praia do Meio,Natal,RN,"{'cep': '59010100', 'address_type': 'Rua', 'address_name': 'Monte Alegre', 'address': 'Rua Monte Alegre', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77917', 'lng': '-35.19619', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010105,AwesomeAPI,Travessa Monte Alegre,,Praia do Meio,Natal,RN,"{'cep': '59010105', 'address_type': 'Travessa', 'address_name': 'Monte Alegre', 'address': 'Travessa Monte Alegre', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77917', 'lng': '-35.19619', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010110,AwesomeAPI,Rua Almirante Barroso,,Praia do Meio,Natal,RN,"{'cep': '59010110', 'address_type': 'Rua', 'address_name': 'Almirante Barroso', 'address': 'Rua Almirante Barroso', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77958', 'lng': '-35.19756', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010130,AwesomeAPI,Rua do Areial,,Rocas,Natal,RN,"{'cep': '59010130', 'address_type': 'Rua', 'address_name': 'do Areial', 'address': 'Rua do Areial', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77594', 'lng': '-35.19873', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010123,AwesomeAPI,Rua Desembargador Lins Bahia,,Praia do Meio,Natal,RN,"{'cep': '59010123', 'address_type': 'Rua', 'address_name': 'Desembargador Lins Bahia', 'address': 'Rua Desembargador Lins Bahia', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77915', 'lng': '-35.1982', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010115,AwesomeAPI,Rua Aderbal de Figueiredo,,Praia do Meio,Natal,RN,"{'cep': '59010115', 'address_type': 'Rua', 'address_name': 'Aderbal de Figueiredo', 'address': 'Rua Aderbal de Figueiredo', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77957', 'lng': '-35.19468', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010120,AwesomeAPI,Rua Altamira,,Praia do Meio,Natal,RN,"{'cep': '59010120', 'address_type': 'Rua', 'address_name': 'Altamira', 'address': 'Rua Altamira', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.7795', 'lng': '-35.19842', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010132,AwesomeAPI,Passagem do Areial,,Rocas,Natal,RN,"{'cep': '59010132', 'address_type': 'Passagem', 'address_name': 'do Areial', 'address': 'Passagem do Areial', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77594', 'lng': '-35.19873', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010134,AwesomeAPI,Rua dos Vila dos Ferroviários,,Rocas,Natal,RN,"{'cep': '59010134', 'address_type': 'Rua', 'address_name': 'dos Vila dos Ferroviários', 'address': 'Rua dos Vila dos Ferroviários', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77419', 'lng': '-35.20132', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010150,AwesomeAPI,Travessa Vagalúpia,,Praia do Meio,Natal,RN,"{'cep': '59010150', 'address_type': 'Travessa', 'address_name': 'Vagalúpia', 'address': 'Travessa Vagalúpia', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.82708', 'lng': '-35.24931', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010160,AwesomeAPI,Rua Pedro Afonso,,Praia do Meio,Natal,RN,"{'cep': '59010160', 'address_type': 'Rua', 'address_name': 'Pedro Afonso', 'address': 'Rua Pedro Afonso', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.77688', 'lng': '-35.19663', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010185,AwesomeAPI,Vila São José,,Praia do Meio,Natal,RN,"{'cep': '59010185', 'address_type': 'Vila', 'address_name': 'São José', 'address': 'Vila São José', 'state': 'RN', 'district': 'Praia do Meio', 'lat': '-5.82678', 'lng': '-35.19823', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010200,AwesomeAPI,Avenida Duque De Caxias,,Ribeira,Natal,RN,"{'cep': '59010200', 'address_type': 'Avenida', 'address_name': 'Duque De Caxias', 'address': 'Avenida Duque De Caxias', 'state': 'RN', 'district': 'Ribeira', 'lat': '-5.77611', 'lng': '-35.2044', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010190,AwesomeAPI,Rua Desembargador Lins Bahia,,Rocas,Natal,RN,"{'cep': '59010190', 'address_type': 'Rua', 'address_name': 'Desembargador Lins Bahia', 'address': 'Rua Desembargador Lins Bahia', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77915', 'lng': '-35.1982', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010220,AwesomeAPI,Rua Expedicionário José Varela,,Rocas,Natal,RN,"{'cep': '59010220', 'address_type': 'Rua', 'address_name': 'Expedicionário José Varela', 'address': 'Rua Expedicionário José Varela', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77325', 'lng': '-35.20233', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010240,AwesomeAPI,Rua São Francisco,,Santos Reis,Natal,RN,"{'cep': '59010240', 'address_type': 'Rua', 'address_name': 'São Francisco', 'address': 'Rua São Francisco', 'state': 'RN', 'district': 'Santos Reis', 'lat': '-5.7724', 'lng': '-35.19623', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010245,AwesomeAPI,Travessa São Francisco,,Rocas,Natal,RN,"{'cep': '59010245', 'address_type': 'Travessa', 'address_name': 'São Francisco', 'address': 'Travessa São Francisco', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.80657', 'lng': '-35.21572', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010250,AwesomeAPI,Rua Ferreira Itajubá,,Rocas,Natal,RN,"{'cep': '59010250', 'address_type': 'Rua', 'address_name': 'Ferreira Itajubá', 'address': 'Rua Ferreira Itajubá', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77296', 'lng': '-35.20093', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010260,AwesomeAPI,Rua Desembargador Lemos Filho,,Rocas,Natal,RN,"{'cep': '59010260', 'address_type': 'Rua', 'address_name': 'Desembargador Lemos Filho', 'address': 'Rua Desembargador Lemos Filho', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77477', 'lng': '-35.19924', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010270,AwesomeAPI,Rua Santo Antônio,,Rocas,Natal,RN,"{'cep': '59010270', 'address_type': 'Rua', 'address_name': 'Santo Antônio', 'address': 'Rua Santo Antônio', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77316', 'lng': '-35.20015', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010275,AwesomeAPI,Travessa Santo Antônio,,Rocas,Natal,RN,"{'cep': '59010275', 'address_type': 'Travessa', 'address_name': 'Santo Antônio', 'address': 'Travessa Santo Antônio', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77285', 'lng': '-35.20051', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010280,AwesomeAPI,Rua Belo Horizonte,,Rocas,Natal,RN,"{'cep': '59010280', 'address_type': 'Rua', 'address_name': 'Belo Horizonte', 'address': 'Rua Belo Horizonte', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77512', 'lng': '-35.19837', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010288,AwesomeAPI,Travessa Belo Horizonte,,Rocas,Natal,RN,"{'cep': '59010288', 'address_type': 'Travessa', 'address_name': 'Belo Horizonte', 'address': 'Travessa Belo Horizonte', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.7742', 'lng': '-35.19935', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010290,AwesomeAPI,Rua Pastor Climaco Bueno Azza,,Rocas,Natal,RN,"{'cep': '59010290', 'address_type': 'Rua', 'address_name': 'Pastor Climaco Bueno Azza', 'address': 'Rua Pastor Climaco Bueno Azza', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.7731', 'lng': '-35.19962', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010300,AwesomeAPI,Rua Belo Monte,,Rocas,Natal,RN,"{'cep': '59010300', 'address_type': 'Rua', 'address_name': 'Belo Monte', 'address': 'Rua Belo Monte', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77183', 'lng': '-35.1993', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010310,AwesomeAPI,Rua Mestre Lucarino,,Rocas,Natal,RN,"{'cep': '59010310', 'address_type': 'Rua', 'address_name': 'Mestre Lucarino', 'address': 'Rua Mestre Lucarino', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77237', 'lng': '-35.19916', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010312,AwesomeAPI,Travessa Colonial,,Rocas,Natal,RN,"{'cep': '59010312', 'address_type': 'Travessa', 'address_name': 'Colonial', 'address': 'Travessa Colonial', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.83914', 'lng': '-35.27559', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010315,AwesomeAPI,Travessa Campos Pinto,,Rocas,Natal,RN,"{'cep': '59010315', 'address_type': 'Travessa', 'address_name': 'Campos Pinto', 'address': 'Travessa Campos Pinto', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77174', 'lng': '-35.20069', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010320,AwesomeAPI,Rua Vereador Cauby Barroca,,Rocas,Natal,RN,"{'cep': '59010320', 'address_type': 'Rua', 'address_name': 'Vereador Cauby Barroca', 'address': 'Rua Vereador Cauby Barroca', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77315', 'lng': '-35.19902', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010325,AwesomeAPI,Travessa Vereador Cauby Barroca,,Rocas,Natal,RN,"{'cep': '59010325', 'address_type': 'Travessa', 'address_name': 'Vereador Cauby Barroca', 'address': 'Travessa Vereador Cauby Barroca', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77266', 'lng': '-35.19857', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010326,AwesomeAPI,Travessa da Tarrafa,,Rocas,Natal,RN,"{'cep': '59010326', 'address_type': 'Travessa', 'address_name': 'da Tarrafa', 'address': 'Travessa da Tarrafa', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.83914', 'lng': '-35.27559', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010330,AwesomeAPI,Rua Doutor Ricardo Barreto,,Rocas,Natal,RN,"{'cep': '59010330', 'address_type': 'Rua', 'address_name': 'Doutor Ricardo Barreto', 'address': 'Rua Doutor Ricardo Barreto', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77325', 'lng': '-35.19853', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010335,AwesomeAPI,Travessa Areia Branca,,Rocas,Natal,RN,"{'cep': '59010335', 'address_type': 'Travessa', 'address_name': 'Areia Branca', 'address': 'Travessa Areia Branca', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77343', 'lng': '-35.19825', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010340,AwesomeAPI,Rua Lucas Bicalho,,Rocas,Natal,RN,"{'cep': '59010340', 'address_type': 'Rua', 'address_name': 'Lucas Bicalho', 'address': 'Rua Lucas Bicalho', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77379', 'lng': '-35.19794', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010345,AwesomeAPI,Travessa Lucas Bicalho,,Rocas,Natal,RN,"{'cep': '59010345', 'address_type': 'Travessa', 'address_name': 'Lucas Bicalho', 'address': 'Travessa Lucas Bicalho', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77379', 'lng': '-35.19794', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010350,AwesomeAPI,Rua Francisco Bicalho,,Rocas,Natal,RN,"{'cep': '59010350', 'address_type': 'Rua', 'address_name': 'Francisco Bicalho', 'address': 'Rua Francisco Bicalho', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77403', 'lng': '-35.19846', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010360,AwesomeAPI,Rua Soldado Luiz Gonzaga,,Rocas,Natal,RN,"{'cep': '59010360', 'address_type': 'Rua', 'address_name': 'Soldado Luiz Gonzaga', 'address': 'Rua Soldado Luiz Gonzaga', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77437', 'lng': '-35.19773', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010370,AwesomeAPI,Rua Décio Fonseca,,Rocas,Natal,RN,"{'cep': '59010370', 'address_type': 'Rua', 'address_name': 'Décio Fonseca', 'address': 'Rua Décio Fonseca', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77197', 'lng': '-35.19779', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010375,AwesomeAPI,Vila Boa Esperança,,Rocas,Natal,RN,"{'cep': '59010375', 'address_type': 'Vila', 'address_name': 'Boa Esperança', 'address': 'Vila Boa Esperança', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.92834', 'lng': '-35.25953', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010380,AwesomeAPI,Rua Jordanês,,Rocas,Natal,RN,"{'cep': '59010380', 'address_type': 'Rua', 'address_name': 'Jordanês', 'address': 'Rua Jordanês', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77548', 'lng': '-35.19731', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010385,AwesomeAPI,Travessa Jordanês,,Rocas,Natal,RN,"{'cep': '59010385', 'address_type': 'Travessa', 'address_name': 'Jordanês', 'address': 'Travessa Jordanês', 'state': 'RN', 'district': 'Rocas', 'lat': '-5.77325', 'lng': '-35.19657', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010390,AwesomeAPI,Rua da Esperança,,Santos Reis,Natal,RN,"{'cep': '59010390', 'address_type': 'Rua', 'address_name': 'da Esperança', 'address': 'Rua da Esperança', 'state': 'RN', 'district': 'Santos Reis', 'lat': '-5.77157', 'lng': '-35.19692', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
59010396,AwesomeAPI,Rua Bela Vista,,Santos Reis,Natal,RN,"{'cep': '59010396', 'address_type': 'Rua', 'address_name': 'Bela Vista', 'address': 'Rua Bela Vista', 'state': 'RN', 'district': 'Santos Reis', 'lat': '-5.7689', 'lng': '-35.19659', 'city': 'Natal', 'city_ibge': '2408102', 'ddd': '84'}"
