cep_consultado,api,logradouro,complemento,bairro,localidade,uf,raw_json
59296391,BrasilAPI,Rua Prefeita Eliane Barros,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296391', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Rua Prefeita Eliane Barros', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296397,BrasilAPI,Travessa da Comunidade,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296397', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Travessa da Comunidade', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296418,BrasilAPI,Rua Bento Candido,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296418', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Rua Bento Candido', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296406,BrasilAPI,Rua Câmara Cascudo,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296406', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Rua Câmara Cascudo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296403,BrasilAPI,Travessa Raimunda Celestina,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296403', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Travessa Raimunda Celestina', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296412,BrasilAPI,Rua Nossa Senhora de Fátima,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296412', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Rua Nossa Senhora de Fátima', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296497,BrasilAPI,Rua Nova Iorque,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296497', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Nova Iorque', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296410,BrasilAPI,Rua Santa Ana,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296410', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Rua Santa Ana', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296512,BrasilAPI,Rua Calcário,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296512', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Calcário', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296424,BrasilAPI,Travessa Vereador Mauricio Fernandes,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296424', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Travessa Vereador Mauricio Fernandes', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296436,BrasilAPI,Avenida Benedito Santana,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296436', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Avenida Benedito Santana', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296472,BrasilAPI,Rua Cassiterita,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296472', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Cassiterita', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296500,BrasilAPI,Rua Babaçulândia,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296500', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Babaçulândia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296430,BrasilAPI,Rua Manoel Braz,,Novo Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296430', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Novo Amarante', 'street': 'Rua Manoel Braz', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296473,BrasilAPI,Rua Manganês,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296473', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Manganês', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296488,BrasilAPI,Rua Berilo,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296488', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Berilo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296491,BrasilAPI,Rua Carolina,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296491', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Carolina', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296470,BrasilAPI,Rua Chelita,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296470', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Chelita', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296494,BrasilAPI,Rua Caxias,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296494', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Caxias', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296542,BrasilAPI,Rua dos Pardais,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296542', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua dos Pardais', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296515,BrasilAPI,Avenida Benedito Santana,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296515', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Avenida Benedito Santana', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296518,BrasilAPI,Rua Topázio,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296518', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Topázio', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296548,BrasilAPI,Rua dos Timbiras,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296548', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua dos Timbiras', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296545,BrasilAPI,Rua dos Colibris,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296545', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua dos Colibris', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296551,BrasilAPI,Rua Cajupiranga,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296551', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Cajupiranga', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296560,BrasilAPI,Rua Viana,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296560', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Viana', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296554,BrasilAPI,Rua Filomena Coelho,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296554', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Filomena Coelho', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296557,BrasilAPI,Travessa Cajupiranga,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296557', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Travessa Cajupiranga', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296566,BrasilAPI,Rua Aracati,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296566', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Aracati', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296563,BrasilAPI,Rua Aracaju,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296563', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Aracaju', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296569,BrasilAPI,Rua Cururupu,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296569', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Cururupu', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296575,BrasilAPI,Rua Arari,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296575', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Arari', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296587,BrasilAPI,Rua Largo do Criciúma,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296587', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Largo do Criciúma', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296572,BrasilAPI,Rua Alcântara,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296572', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Alcântara', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296578,BrasilAPI,Avenida São Luiz,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296578', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Avenida São Luiz', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296584,BrasilAPI,Travessa do Largo do Criciúma,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296584', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Travessa do Largo do Criciúma', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296590,BrasilAPI,Rua Criciúma,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296590', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Criciúma', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296596,BrasilAPI,Rua Terezinha Gomes da Silva,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296596', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Terezinha Gomes da Silva', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296593,BrasilAPI,Travessa Largo,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296593', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Travessa Largo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296608,BrasilAPI,Avenida Bacharel Tomaz Landim,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296608', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Avenida Bacharel Tomaz Landim', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2497780', 'latitude': '-5.7774431'}}}"
59296605,BrasilAPI,Rua São Paulo,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296605', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua São Paulo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296614,BrasilAPI,Rua Santo Antônio,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296614', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Santo Antônio', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296653,BrasilAPI,Rua Babilônia,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296653', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Babilônia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296620,BrasilAPI,Rua Boa Vista,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296620', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Boa Vista', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296641,BrasilAPI,Rua Bacabal,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296641', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Bacabal', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296644,BrasilAPI,Avenida Maranhão,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296644', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Avenida Maranhão', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296611,BrasilAPI,Rua Otávio Batista de Oliveira,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296611', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Otávio Batista de Oliveira', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296623,BrasilAPI,Rua da Floresta,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296623', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua da Floresta', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296638,BrasilAPI,Rua Nabucodonosor,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296638', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Nabucodonosor', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296629,BrasilAPI,Rua São José,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296629', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua São José', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296626,BrasilAPI,Rua Padre Pinto,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296626', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Padre Pinto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296617,BrasilAPI,Rua do Largo,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296617', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua do Largo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296677,BrasilAPI,Rua Concórdia,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296677', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Concórdia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296650,BrasilAPI,Rua Timbira,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296650', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Timbira', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296671,BrasilAPI,Rua Timon,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296671', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Timon', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296656,BrasilAPI,Travessa Nabucodonosor,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296656', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Travessa Nabucodonosor', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296662,BrasilAPI,Rua São Sebastião,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296662', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua São Sebastião', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296710,BrasilAPI,Rua Alexandre Cavalcante,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296710', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Alexandre Cavalcante', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296719,BrasilAPI,Travessa da Floresta,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296719', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Travessa da Floresta', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296668,BrasilAPI,Rua Cajari,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296668', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Cajari', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296665,BrasilAPI,Rua Axixa,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296665', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Axixa', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296701,BrasilAPI,Rua Rui Barbosa,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296701', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Rui Barbosa', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296698,BrasilAPI,Rua Amazonas,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296698', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Amazonas', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296674,BrasilAPI,Rua Osvaldo Cruz,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296674', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Osvaldo Cruz', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296689,BrasilAPI,Rua Bahia,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296689', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Bahia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296695,BrasilAPI,Travessa Maranhão,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296695', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Travessa Maranhão', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296805,BrasilAPI,Rua Humaitá,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296805', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Humaitá', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2619650', 'latitude': '-5.7784062'}}}"
59296707,BrasilAPI,Travessa Santo Antônio Segunda Onze,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296707', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Travessa Santo Antônio Segunda Onze', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296716,BrasilAPI,Rua Luiz Gomes de Moura,,Amarante,São Gonçalo do Amarante,RN,"{'cep': '59296716', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Amarante', 'street': 'Rua Luiz Gomes de Moura', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296808,BrasilAPI,Rua Treze de Maio,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296808', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Treze de Maio', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296811,BrasilAPI,Rua Carlos Gomes,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296811', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Carlos Gomes', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2583986', 'latitude': '-5.7756544'}}}"
59296820,BrasilAPI,Rua Havaí,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296820', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Havaí', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2596535', 'latitude': '-5.7752630'}}}"
59296817,BrasilAPI,Rua Aluízio Alves,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296817', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Aluízio Alves', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2603758', 'latitude': '-5.7754884'}}}"
59296814,BrasilAPI,Rua São João,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296814', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua São João', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2587142', 'latitude': '-5.7770926'}}}"
59296823,BrasilAPI,Rua Belo Monte,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296823', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Belo Monte', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2591513', 'latitude': '-5.7760041'}}}"
59296829,BrasilAPI,Rua Borba Gato,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296829', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Borba Gato', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2578748', 'latitude': '-5.7763062'}}}"
59296832,BrasilAPI,Rua Tenente João Ribeiro,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296832', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Tenente João Ribeiro', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296826,BrasilAPI,Rua Aurora,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296826', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Aurora', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296835,BrasilAPI,Rua União,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296835', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua União', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296838,BrasilAPI,Rua Henrique Vital,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296838', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Henrique Vital', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59296841,BrasilAPI,Rua Bom Jesus,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296841', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Bom Jesus', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2553852', 'latitude': '-5.7771847'}}}"
59296844,BrasilAPI,Travessa João Evangelista,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296844', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Travessa João Evangelista', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2539935', 'latitude': '-5.7771138'}}}"
59296859,BrasilAPI,Rua Lírio do Vale,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296859', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Lírio do Vale', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2520444', 'latitude': '-5.7771837'}}}"
59296847,BrasilAPI,Rua José Pegado Mendes,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296847', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua José Pegado Mendes', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2549089', 'latitude': '-5.7780948'}}}"
59296856,BrasilAPI,Rua Doutor Raimundo Veríssimo,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296856', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Doutor Raimundo Veríssimo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2528033', 'latitude': '-5.7780115'}}}"
59296853,BrasilAPI,Rua Ítalo Pinheiro,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296853', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua Ítalo Pinheiro', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2534728', 'latitude': '-5.7779069'}}}"
59296850,BrasilAPI,Rua João Evangelista,,Jardim Lola,São Gonçalo do Amarante,RN,"{'cep': '59296850', 'state': 'RN', 'city': 'São Gonçalo do Amarante', 'neighborhood': 'Jardim Lola', 'street': 'Rua João Evangelista', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2541029', 'latitude': '-5.7776291'}}}"
